DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2016.05.27-14.31.36, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.552055ms, RunGuid=RunID8A14B028497B21CF054637838510608D
SavePackageTransactionIdD2D4012943ECE7312054CC9A7A7BB549_272, Filename=D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Saved/Cooked/WindowsNoEditor/Cardinal_Kings/Content/Game/Sprites/DefaultSprites/2DCharacter_IdleAnimAtlas_Sprite_5.uasset, FlushAsyncLoading=0.013251ms, FlushStreamingFunc=0.002712ms, BlockTillAllRequestsFinished=0.002407ms, ResetLoadersForSaveUnMarkAllObjects=0.058729ms, TagPackageExports=0.021987ms, BeginCacheForCookedPlatformData=0.002109ms, SerializeImports=0.031926ms, GatherLocalizableTextData=0.001807ms, MarkNames=0.004515ms, SerializeSummary=0.007231ms, SerializeNames=0.040356ms, SerializeGatherableTextData=0.002712ms, BuildExportMap=0.033129ms, SortExportsNonSeekfree=0.011142ms, SortExportsSeekfreeConstructor=0.011444ms, SortExportsSeekfreeInner=0.454780ms, SortExportsSeekfree=0.003915ms, BuildDependencyMap=0.006624ms, SerializeImportMap=0.002712ms, SerializeExportMap=0.001505ms, SerializeDependencyMap=0.001807ms, SerializeStringAssetReferenceMap=0.001505ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010543ms, SerializeExports=0.017468ms, SerializeBulkData=0.005722ms, AsyncWrite=0.041261ms, UnaccountedTime=0.080112ms, RunGuid=RunID8A14B028497B21CF054637838510608D
D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Content/Game/Sprites/DefaultSprites/2DCharacter_IdleAnimAtlas_Sprite_4.uasset, AllOfLoadPackage_Duration=1.570936ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000302ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003014ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.127699ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.007827ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.495644ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8A14B028497B21CF054637838510608D
SavePackageTransactionIdD2D4012943ECE7312054CC9A7A7BB549_273, Filename=D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Saved/Cooked/WindowsNoEditor/Cardinal_Kings/Content/Game/Sprites/DefaultSprites/2DCharacter_IdleAnimAtlas_Sprite_4.uasset, FlushAsyncLoading=0.014458ms, FlushStreamingFunc=0.002712ms, BlockTillAllRequestsFinished=0.002407ms, ResetLoadersForSaveUnMarkAllObjects=0.073187ms, TagPackageExports=0.012346ms, BeginCacheForCookedPlatformData=0.001807ms, SerializeImports=0.024095ms, GatherLocalizableTextData=0.001807ms, MarkNames=0.003915ms, SerializeSummary=0.006326ms, SerializeNames=0.030119ms, SerializeGatherableTextData=0.001203ms, BuildExportMap=0.015359ms, SortExportsNonSeekfree=0.004519ms, SortExportsSeekfreeConstructor=0.015661ms, SortExportsSeekfreeInner=0.372253ms, SortExportsSeekfree=0.002410ms, BuildDependencyMap=0.005420ms, SerializeImportMap=0.002712ms, SerializeExportMap=0.001807ms, SerializeDependencyMap=0.001807ms, SerializeStringAssetReferenceMap=0.001207ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008430ms, SerializeExports=0.014458ms, SerializeBulkData=0.005119ms, AsyncWrite=0.035841ms, UnaccountedTime=0.064753ms, RunGuid=RunID8A14B028497B21CF054637838510608D
D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Content/Game/Sprites/DefaultSprites/2DCharacter_IdleAnimAtlas_Sprite_3.uasset, AllOfLoadPackage_Duration=0.964068ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001807ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.087343ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.006925ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.416437ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8A14B028497B21CF054637838510608D
SavePackageTransactionIdD2D4012943ECE7312054CC9A7A7BB549_274, Filename=D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Saved/Cooked/WindowsNoEditor/Cardinal_Kings/Content/Game/Sprites/DefaultSprites/2DCharacter_IdleAnimAtlas_Sprite_3.uasset, FlushAsyncLoading=0.009939ms, FlushStreamingFunc=0.002109ms, BlockTillAllRequestsFinished=0.001807ms, ResetLoadersForSaveUnMarkAllObjects=0.074089ms, TagPackageExports=0.012048ms, BeginCacheForCookedPlatformData=0.001807ms, SerializeImports=0.020180ms, GatherLocalizableTextData=0.001505ms, MarkNames=0.003614ms, SerializeSummary=0.004821ms, SerializeNames=0.030119ms, SerializeGatherableTextData=0.001505ms, BuildExportMap=0.013553ms, SortExportsNonSeekfree=0.003915ms, SortExportsSeekfreeConstructor=0.005420ms, SortExportsSeekfreeInner=0.308406ms, SortExportsSeekfree=0.002109ms, BuildDependencyMap=0.004519ms, SerializeImportMap=0.002410ms, SerializeExportMap=0.001505ms, SerializeDependencyMap=0.001203ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.007529ms, SerializeExports=0.013854ms, SerializeBulkData=0.005119ms, AsyncWrite=0.035238ms, UnaccountedTime=0.058729ms, RunGuid=RunID8A14B028497B21CF054637838510608D
D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Content/Game/Sprites/DefaultSprites/2DCharacter_IdleAnimAtlas_Sprite_2.uasset, AllOfLoadPackage_Duration=0.887267ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001807ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.084329ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.007231ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.433905ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8A14B028497B21CF054637838510608D
SavePackageTransactionIdD2D4012943ECE7312054CC9A7A7BB549_275, Filename=D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Saved/Cooked/WindowsNoEditor/Cardinal_Kings/Content/Game/Sprites/DefaultSprites/2DCharacter_IdleAnimAtlas_Sprite_2.uasset, FlushAsyncLoading=0.012048ms, FlushStreamingFunc=0.002410ms, BlockTillAllRequestsFinished=0.002109ms, ResetLoadersForSaveUnMarkAllObjects=0.062041ms, TagPackageExports=0.012651ms, BeginCacheForCookedPlatformData=0.002109ms, SerializeImports=0.021987ms, GatherLocalizableTextData=0.002105ms, MarkNames=0.003617ms, SerializeSummary=0.005722ms, SerializeNames=0.027105ms, SerializeGatherableTextData=0.001505ms, BuildExportMap=0.015359ms, SortExportsNonSeekfree=0.004217ms, SortExportsSeekfreeConstructor=0.005420ms, SortExportsSeekfreeInner=0.352379ms, SortExportsSeekfree=0.002410ms, BuildDependencyMap=0.005119ms, SerializeImportMap=0.002410ms, SerializeExportMap=0.001807ms, SerializeDependencyMap=0.001505ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008430ms, SerializeExports=0.014458ms, SerializeBulkData=0.005420ms, AsyncWrite=0.039153ms, UnaccountedTime=0.053611ms, RunGuid=RunID8A14B028497B21CF054637838510608D
D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Content/Game/Sprites/DefaultSprites/2DCharacter_IdleAnimAtlas_Sprite_1.uasset, AllOfLoadPackage_Duration=1.115255ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000302ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001807ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.062343ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.007231ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.621537ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8A14B028497B21CF054637838510608D
SavePackageTransactionIdD2D4012943ECE7312054CC9A7A7BB549_276, Filename=D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Saved/Cooked/WindowsNoEditor/Cardinal_Kings/Content/Game/Sprites/DefaultSprites/2DCharacter_IdleAnimAtlas_Sprite_1.uasset, FlushAsyncLoading=0.009034ms, FlushStreamingFunc=0.002410ms, BlockTillAllRequestsFinished=0.001505ms, ResetLoadersForSaveUnMarkAllObjects=0.052705ms, TagPackageExports=0.012048ms, BeginCacheForCookedPlatformData=0.001807ms, SerializeImports=0.020478ms, GatherLocalizableTextData=0.001509ms, MarkNames=0.003614ms, SerializeSummary=0.004817ms, SerializeNames=0.023492ms, SerializeGatherableTextData=0.001207ms, BuildExportMap=0.015359ms, SortExportsNonSeekfree=0.004217ms, SortExportsSeekfreeConstructor=0.005119ms, SortExportsSeekfreeInner=0.319548ms, SortExportsSeekfree=0.002109ms, BuildDependencyMap=0.004821ms, SerializeImportMap=0.002109ms, SerializeExportMap=0.001505ms, SerializeDependencyMap=0.001203ms, SerializeStringAssetReferenceMap=0.001207ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.007831ms, SerializeExports=0.013553ms, SerializeBulkData=0.005119ms, AsyncWrite=0.035539ms, UnaccountedTime=0.047587ms, RunGuid=RunID8A14B028497B21CF054637838510608D
D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Content/Game/Sprites/DefaultSprites/2DCharacter_IdleAnimAtlas_Sprite_0.uasset, AllOfLoadPackage_Duration=0.870705ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001505ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.051502ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.006925ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.272470ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8A14B028497B21CF054637838510608D
SavePackageTransactionIdD2D4012943ECE7312054CC9A7A7BB549_277, Filename=D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Saved/Cooked/WindowsNoEditor/Cardinal_Kings/Content/Game/Sprites/DefaultSprites/2DCharacter_IdleAnimAtlas_Sprite_0.uasset, FlushAsyncLoading=0.006925ms, FlushStreamingFunc=0.002109ms, BlockTillAllRequestsFinished=0.001807ms, ResetLoadersForSaveUnMarkAllObjects=0.051200ms, TagPackageExports=0.012346ms, BeginCacheForCookedPlatformData=0.001810ms, SerializeImports=0.019874ms, GatherLocalizableTextData=0.001810ms, MarkNames=0.004515ms, SerializeSummary=0.004821ms, SerializeNames=0.035841ms, SerializeGatherableTextData=0.001505ms, BuildExportMap=0.017166ms, SortExportsNonSeekfree=0.003915ms, SortExportsSeekfreeConstructor=0.005119ms, SortExportsSeekfreeInner=0.287324ms, SortExportsSeekfree=0.002109ms, BuildDependencyMap=0.004217ms, SerializeImportMap=0.002109ms, SerializeExportMap=0.001807ms, SerializeDependencyMap=0.001203ms, SerializeStringAssetReferenceMap=0.001207ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.007529ms, SerializeExports=0.013553ms, SerializeBulkData=0.004519ms, AsyncWrite=0.034634ms, UnaccountedTime=0.058427ms, RunGuid=RunID8A14B028497B21CF054637838510608D
D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Content/Game/Sprites/DefaultSprites/2DBackground_Sprite.uasset, AllOfLoadPackage_Duration=1.168564ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001807ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.083428ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.008732ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.423061ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8A14B028497B21CF054637838510608D
SavePackageTransactionIdD2D4012943ECE7312054CC9A7A7BB549_278, Filename=D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Saved/Cooked/WindowsNoEditor/Cardinal_Kings/Content/Game/Sprites/DefaultSprites/2DBackground_Sprite.uasset, FlushAsyncLoading=0.011142ms, FlushStreamingFunc=0.002410ms, BlockTillAllRequestsFinished=0.001807ms, ResetLoadersForSaveUnMarkAllObjects=0.055719ms, TagPackageExports=0.011746ms, BeginCacheForCookedPlatformData=0.002109ms, SerializeImports=0.021383ms, GatherLocalizableTextData=0.001807ms, MarkNames=0.003316ms, SerializeSummary=0.005420ms, SerializeNames=0.023190ms, SerializeGatherableTextData=0.001207ms, BuildExportMap=0.012647ms, SortExportsNonSeekfree=0.003915ms, SortExportsSeekfreeConstructor=0.005420ms, SortExportsSeekfreeInner=0.334609ms, SortExportsSeekfree=0.002410ms, BuildDependencyMap=0.005119ms, SerializeImportMap=0.002410ms, SerializeExportMap=0.001505ms, SerializeDependencyMap=0.001807ms, SerializeStringAssetReferenceMap=0.001203ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.007831ms, SerializeExports=0.014156ms, SerializeBulkData=0.005420ms, AsyncWrite=0.037346ms, UnaccountedTime=0.070479ms, RunGuid=RunID8A14B028497B21CF054637838510608D
D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Content/Game/Sprites/CorrectedArt/bamboo_Sprite.uasset, AllOfLoadPackage_Duration=0.475861ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000302ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001807ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.102099ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.007231ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.562899ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8A14B028497B21CF054637838510608D
SavePackageTransactionIdD2D4012943ECE7312054CC9A7A7BB549_279, Filename=D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Saved/Cooked/WindowsNoEditor/Cardinal_Kings/Content/Game/Sprites/CorrectedArt/bamboo_Sprite.uasset, FlushAsyncLoading=0.009336ms, FlushStreamingFunc=0.002109ms, BlockTillAllRequestsFinished=0.002109ms, ResetLoadersForSaveUnMarkAllObjects=0.042465ms, TagPackageExports=0.005420ms, BeginCacheForCookedPlatformData=0.002410ms, RunGuid=RunID8A14B028497B21CF054637838510608D
D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Content/Game/Sprites/Character/MaleIdle/CharMaleTop/CharMaleTop_Idle2_Sprite.uasset, AllOfLoadPackage_Duration=1.183026ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000298ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001807ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.037946ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.006627ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.354087ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8A14B028497B21CF054637838510608D
SavePackageTransactionIdD2D4012943ECE7312054CC9A7A7BB549_280, Filename=D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Saved/Cooked/WindowsNoEditor/Cardinal_Kings/Content/Game/Sprites/Character/MaleIdle/CharMaleTop/CharMaleTop_Idle2_Sprite.uasset, FlushAsyncLoading=0.006627ms, FlushStreamingFunc=0.002109ms, BlockTillAllRequestsFinished=0.001505ms, ResetLoadersForSaveUnMarkAllObjects=0.050597ms, TagPackageExports=0.012048ms, BeginCacheForCookedPlatformData=0.001807ms, SerializeImports=0.021685ms, GatherLocalizableTextData=0.001505ms, MarkNames=0.003312ms, SerializeSummary=0.005424ms, SerializeNames=0.027105ms, SerializeGatherableTextData=0.001505ms, BuildExportMap=0.010841ms, SortExportsNonSeekfree=0.004217ms, SortExportsSeekfreeConstructor=0.006024ms, SortExportsSeekfreeInner=0.331897ms, SortExportsSeekfree=0.002410ms, BuildDependencyMap=0.004519ms, SerializeImportMap=0.002410ms, SerializeExportMap=0.001505ms, SerializeDependencyMap=0.001509ms, SerializeStringAssetReferenceMap=0.001203ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.007831ms, SerializeExports=0.013854ms, SerializeBulkData=0.004817ms, AsyncWrite=0.038553ms, UnaccountedTime=0.055116ms, RunGuid=RunID8A14B028497B21CF054637838510608D
D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Content/Game/Sprites/Character/MaleIdle/CharMaleTop/CharMaleTop_Idle2.uasset, AllOfLoadPackage_Duration=0.134021ms, AllOfLoadPackage_HitCount=6, ResolveRedirectors_Duration=0.000302ms, ResolveRedirectors_HitCount=6, CacheForCookedPlatformData_Duration=0.567116ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.049695ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.050299ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.405593ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_411, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_C564C5EE4DA5378937780BB710388EE__1B44FFD1378710D10A0208BC313899DE63505970, StartTime=2016.05.27-14.31.45, HierarchicalDDC, Duration=0.071682ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_412, CachedDataProbablyExists, Parent=DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_411, StartTime=2016.05.27-14.31.45, FileDDCPath=C:/Users/eccentricsomething/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.054814ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionIdE74B0CC54176855351B03AA8E22C75B0_51, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_C564C5EE4DA5378937780BB710388EE__1B44FFD1378710D10A0208BC313899DE63505970, StartTime=2016.05.27-14.31.45, HierarchicalDDC, DataSize=22372 bytes, Retrieved=true, Duration=0.305392ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionIdE74B0CC54176855351B03AA8E22C75B0_52, CachedDataProbablyExists, Parent=DDCTransactionIdE74B0CC54176855351B03AA8E22C75B0_51, StartTime=2016.05.27-14.31.45, FileDDCPath=C:/Users/eccentricsomething/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.072584ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionIdE74B0CC54176855351B03AA8E22C75B0_53, GetCachedData, Parent=DDCTransactionIdE74B0CC54176855351B03AA8E22C75B0_51, StartTime=2016.05.27-14.31.45, FileDDCPath=C:/Users/eccentricsomething/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.182211ms, RunGuid=RunID8A14B028497B21CF054637838510608D
SavePackageTransactionIdD2D4012943ECE7312054CC9A7A7BB549_281, Filename=D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Saved/Cooked/WindowsNoEditor/Cardinal_Kings/Content/Game/Sprites/Character/MaleIdle/CharMaleTop/CharMaleTop_Idle2.uasset, FlushAsyncLoading=0.006929ms, FlushStreamingFunc=0.002712ms, BlockTillAllRequestsFinished=0.002407ms, ResetLoadersForSaveUnMarkAllObjects=0.054814ms, TagPackageExports=0.031020ms, BeginCacheForCookedPlatformData=0.023492ms, SerializeImports=0.032526ms, GatherLocalizableTextData=0.001509ms, MarkNames=0.002708ms, SerializeSummary=0.004519ms, SerializeNames=0.012349ms, SerializeGatherableTextData=0.001203ms, BuildExportMap=0.004519ms, SortExportsNonSeekfree=0.002407ms, SortExportsSeekfreeConstructor=0.005122ms, SortExportsSeekfreeInner=0.100594ms, SortExportsSeekfree=0.002407ms, BuildDependencyMap=0.003316ms, SerializeImportMap=0.001505ms, SerializeExportMap=0.001505ms, SerializeDependencyMap=0.001505ms, SerializeStringAssetReferenceMap=0.001203ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.006627ms, SerializeExports=0.033129ms, SerializeBulkData=0.005122ms, AsyncWrite=0.038248ms, UnaccountedTime=0.089753ms, RunGuid=RunID8A14B028497B21CF054637838510608D
D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Content/Game/Sprites/Character/MaleIdle/CharMale1_IdleFrame1.uasset, AllOfLoadPackage_Duration=0.838481ms, AllOfLoadPackage_HitCount=5, ResolveRedirectors_Duration=0.000302ms, ResolveRedirectors_HitCount=5, CacheForCookedPlatformData_Duration=0.455078ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.066258ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.050601ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.295660ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_413, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_785E597C4FE95A2928DA21A2C5AB5A0__BF744F5D38E4AF5E15DA30CB07F2397A4E293C79, StartTime=2016.05.27-14.31.45, HierarchicalDDC, Duration=0.064753ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_414, CachedDataProbablyExists, Parent=DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_413, StartTime=2016.05.27-14.31.45, FileDDCPath=C:/Users/eccentricsomething/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.053309ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionIdE74B0CC54176855351B03AA8E22C75B0_54, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_785E597C4FE95A2928DA21A2C5AB5A0__BF744F5D38E4AF5E15DA30CB07F2397A4E293C79, StartTime=2016.05.27-14.31.45, HierarchicalDDC, DataSize=22372 bytes, Retrieved=true, Duration=0.229195ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionIdE74B0CC54176855351B03AA8E22C75B0_55, CachedDataProbablyExists, Parent=DDCTransactionIdE74B0CC54176855351B03AA8E22C75B0_54, StartTime=2016.05.27-14.31.45, FileDDCPath=C:/Users/eccentricsomething/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.053607ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionIdE74B0CC54176855351B03AA8E22C75B0_56, GetCachedData, Parent=DDCTransactionIdE74B0CC54176855351B03AA8E22C75B0_54, StartTime=2016.05.27-14.31.45, FileDDCPath=C:/Users/eccentricsomething/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.143360ms, RunGuid=RunID8A14B028497B21CF054637838510608D
SavePackageTransactionIdD2D4012943ECE7312054CC9A7A7BB549_282, Filename=D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Saved/Cooked/WindowsNoEditor/Cardinal_Kings/Content/Game/Sprites/Character/MaleIdle/CharMale1_IdleFrame1.uasset, FlushAsyncLoading=0.009034ms, FlushStreamingFunc=0.003014ms, BlockTillAllRequestsFinished=0.002708ms, ResetLoadersForSaveUnMarkAllObjects=0.054814ms, TagPackageExports=0.029813ms, BeginCacheForCookedPlatformData=0.022590ms, SerializeImports=0.032526ms, GatherLocalizableTextData=0.001509ms, MarkNames=0.003010ms, SerializeSummary=0.006024ms, SerializeNames=0.012647ms, SerializeGatherableTextData=0.001207ms, BuildExportMap=0.005119ms, SortExportsNonSeekfree=0.002712ms, SortExportsSeekfreeConstructor=0.006326ms, SortExportsSeekfreeInner=0.106916ms, SortExportsSeekfree=0.001807ms, BuildDependencyMap=0.003614ms, SerializeImportMap=0.002109ms, SerializeExportMap=0.001203ms, SerializeDependencyMap=0.001505ms, SerializeStringAssetReferenceMap=0.001203ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.006929ms, SerializeExports=0.033431ms, SerializeBulkData=0.005119ms, AsyncWrite=0.036746ms, UnaccountedTime=0.084329ms, RunGuid=RunID8A14B028497B21CF054637838510608D
D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Content/Game/Sprites/Character/FemaleIdle/CharFemale1_RunFrame6.uasset, AllOfLoadPackage_Duration=0.359304ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001203ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.059031ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.005420ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.628855ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8A14B028497B21CF054637838510608D
SavePackageTransactionIdD2D4012943ECE7312054CC9A7A7BB549_283, Filename=D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Saved/Cooked/WindowsNoEditor/Cardinal_Kings/Content/Game/Sprites/Character/FemaleIdle/CharFemale1_RunFrame6.uasset, FlushAsyncLoading=0.007831ms, FlushStreamingFunc=0.002109ms, BlockTillAllRequestsFinished=0.001505ms, ResetLoadersForSaveUnMarkAllObjects=0.042468ms, TagPackageExports=0.003014ms, BeginCacheForCookedPlatformData=0.001505ms, RunGuid=RunID8A14B028497B21CF054637838510608D
